,episodes,total_waiting_time,reward
0,0,4096,-3.260869565217391
1,1,2662,1.7333333333333334
2,2,2561,0.6470588235294118
3,3,2854,5.1875
4,4,3029,-0.7142857142857143
5,5,2031,6.416666666666667
6,6,3024,3.764705882352941
7,7,3197,2.6666666666666665
8,8,2219,3.0
9,9,2890,-1.0384615384615385
10,10,1859,3.533333333333333
11,11,3132,2.9523809523809526
12,12,2530,3.6470588235294117
13,13,3132,3.4444444444444446
14,14,2518,3.0526315789473686
15,15,2508,4.5
16,16,2464,3.111111111111111
17,17,2126,3.823529411764706
18,18,2807,0.8235294117647058
19,19,3679,-0.20833333333333334
20,20,2502,2.6875
21,21,2624,4.1
22,22,2893,2.25
23,23,2733,3.736842105263158
24,24,4025,-1.6363636363636365
25,25,2967,3.05
26,26,2981,2.9166666666666665
27,27,2807,0.8333333333333334
28,28,3633,-1.125
29,29,4308,-4.388888888888889
30,30,5369,-14.954545454545455
31,31,2970,0.2
32,32,2453,4.153846153846154
33,33,2512,7.588235294117647
34,34,2671,3.388888888888889
35,35,2529,2.857142857142857
36,36,2786,-0.5
37,37,2331,2.3
38,38,2438,3.611111111111111
39,39,2087,4.066666666666666
40,40,2276,2.5714285714285716
41,41,2096,2.857142857142857
42,42,1914,4.066666666666666
43,43,2066,5.866666666666666
44,44,2267,3.7333333333333334
45,45,1875,5.428571428571429
46,46,1935,6.125
47,47,2031,5.5
48,48,2107,4.875
49,49,2031,5.5
50,50,2146,5.294117647058823
51,51,1934,5.611111111111111
52,52,1934,5.611111111111111
53,53,1934,5.611111111111111
54,54,1934,5.611111111111111
55,55,2007,5.266666666666667
56,56,1934,5.611111111111111
57,57,1934,5.611111111111111
58,58,1934,5.611111111111111
59,59,1948,5.888888888888889
60,60,1948,5.888888888888889
61,61,1948,5.888888888888889
62,62,1948,5.888888888888889
63,63,1948,5.888888888888889
64,64,1948,5.888888888888889
65,65,1948,5.888888888888889
66,66,1948,5.888888888888889
67,67,1948,5.888888888888889
68,68,1948,5.888888888888889
69,69,1948,5.888888888888889
70,70,1948,5.888888888888889
71,71,1948,5.888888888888889
72,72,1948,5.888888888888889
73,73,1948,5.888888888888889
74,74,1948,5.888888888888889
75,75,1948,5.888888888888889
76,76,1948,5.888888888888889
77,77,1948,5.888888888888889
78,78,1948,5.888888888888889
79,79,1948,5.888888888888889
80,80,1948,5.888888888888889
81,81,1948,5.888888888888889
82,82,1948,5.888888888888889
83,83,1948,5.888888888888889
84,84,1948,5.888888888888889
85,85,1948,5.888888888888889
86,86,1948,5.888888888888889
87,87,1948,5.888888888888889
88,88,1948,5.888888888888889
89,89,1948,5.888888888888889
90,90,1948,5.888888888888889
91,91,1948,5.888888888888889
92,92,1948,5.888888888888889
93,93,1948,5.888888888888889
94,94,1948,5.888888888888889
95,95,1948,5.888888888888889
96,96,1948,5.888888888888889
97,97,1948,5.888888888888889
98,98,1948,5.888888888888889
99,99,1948,5.888888888888889
